City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
saint-augustin,51.226,-58.6502,50.86,85.0,38.0,7.45,CA,1627806659.0
mizan teferi,6.9833,35.5833,75.24,54.0,98.0,1.48,ET,1627806660.0
keuruu,62.2667,24.7,66.34,80.0,100.0,8.23,FI,1627806660.0
bathsheba,13.2167,-59.5167,79.99,77.0,17.0,13.35,BB,1627806660.0
tura,25.5198,90.2201,81.52,81.0,99.0,7.36,IN,1627806661.0
innisfail,-17.5333,146.0333,70.77,83.0,1.0,2.84,AU,1627806614.0
arras,50.293,2.7819,66.65,87.0,70.0,12.75,FR,1627806662.0
koslan,63.4564,48.8989,69.33,60.0,63.0,8.66,RU,1627806662.0
honiara,-9.4333,159.95,77.09,86.0,100.0,2.46,SB,1627806663.0
banda aceh,5.5577,95.3222,85.8,62.0,97.0,19.51,ID,1627806485.0
arkhara,49.4212,130.0842,77.14,75.0,93.0,14.63,RU,1627806663.0
acajutla,13.5928,-89.8275,77.81,76.0,85.0,5.19,SV,1627806664.0
thyboron,56.6985,8.2124,64.18,68.0,13.0,21.9,DK,1627806616.0
kamenka,51.3223,42.7678,88.57,36.0,1.0,2.37,RU,1627806665.0
umea,63.8284,20.2597,66.13,72.0,20.0,3.44,SE,1627806665.0
ninghai,29.2892,121.4247,85.68,95.0,100.0,0.96,CN,1627806725.0
fria,10.4167,-13.5833,72.61,96.0,100.0,1.52,GN,1627806726.0
beyneu,45.3167,55.2,99.68,9.0,0.0,5.7,KZ,1627806726.0
basco,20.4487,121.9702,81.03,90.0,100.0,29.64,PH,1627806726.0
kulhudhuffushi,6.6221,73.07,82.56,71.0,42.0,11.45,MV,1627806727.0
bonnyville,54.2668,-110.735,72.72,50.0,64.0,4.92,CA,1627806727.0
wanning,18.8003,110.3967,89.22,69.0,100.0,12.08,CN,1627806728.0
angoram,-4.0625,144.0661,78.33,87.0,12.0,4.59,PG,1627806728.0
ayan,56.45,138.1667,59.63,77.0,81.0,16.33,RU,1627806728.0
lasa,46.6166,10.7002,62.06,83.0,99.0,1.7,IT,1627806729.0
balkhash,46.844,74.9804,90.21,14.0,0.0,13.42,KZ,1627806729.0
durango,24.8333,-104.8333,63.41,72.0,85.0,4.32,MX,1627806672.0
lachi,33.3833,71.3386,95.54,45.0,61.0,5.41,PK,1627806730.0
tres arroyos,-38.3739,-60.2798,35.96,77.0,0.0,2.06,AR,1627806730.0
derzhavinsk,51.1,66.3167,94.87,21.0,51.0,11.27,KZ,1627806731.0
saint-pierre,-21.3393,55.4781,76.68,63.0,0.0,23.02,RE,1627806731.0
geraldton,-28.7667,114.6,63.01,55.0,75.0,20.71,AU,1627806732.0
luganville,-15.5333,167.1667,71.85,69.0,56.0,7.76,VU,1627806732.0
esna,25.2934,32.554,103.41,11.0,60.0,2.44,EG,1627806732.0
barranca,-10.75,-77.7667,62.2,86.0,95.0,6.91,PE,1627806733.0
chiang klang,19.2938,100.8617,87.13,95.0,100.0,2.73,TH,1627806733.0
laguna de duero,41.5815,-4.7233,63.01,55.0,0.0,4.61,ES,1627806733.0
laguna,38.421,-121.4238,80.2,64.0,1.0,1.01,US,1627806734.0
vila franca do campo,37.7167,-25.4333,72.01,82.0,71.0,6.26,PT,1627806734.0
ponta delgada,37.7333,-25.6667,72.32,78.0,20.0,6.91,PT,1627806735.0
feicheng,35.2606,117.9675,88.5,67.0,68.0,4.27,CN,1627806735.0
brae,60.3964,-1.353,51.71,75.0,27.0,17.96,GB,1627806735.0
cayenne,4.9333,-52.3333,76.08,90.0,40.0,1.14,GF,1627806736.0
ilmajoki,62.7333,22.5667,64.53,74.0,75.0,5.75,FI,1627806736.0
grajau,-5.8194,-46.1386,73.83,66.0,74.0,8.14,BR,1627806736.0
sao filipe,14.8961,-24.4956,74.93,83.0,63.0,7.76,CV,1627806737.0
muyezerskiy,63.9333,31.65,67.98,60.0,60.0,8.77,RU,1627806737.0
nelson bay,-32.7167,152.15,65.77,90.0,88.0,11.88,AU,1627806738.0
vikhorevka,56.1201,101.1636,72.99,55.0,100.0,6.8,RU,1627806738.0
krasnoselkup,65.7,82.4667,68.43,42.0,92.0,5.41,RU,1627806738.0
tupiza,-21.45,-65.7167,36.14,71.0,95.0,1.95,BO,1627806739.0
danilov,58.1908,40.1717,75.02,47.0,100.0,9.08,RU,1627806739.0
kasempa,-13.4584,25.8338,73.45,32.0,0.0,10.63,ZM,1627806739.0
matagami,49.7502,-77.6328,48.31,93.0,1.0,9.22,CA,1627806740.0
buraydah,26.326,43.975,102.65,8.0,1.0,7.34,SA,1627806740.0
lake charles,30.2131,-93.2044,82.4,92.0,1.0,3.44,US,1627806741.0
tuatapere,-46.1333,167.6833,44.82,94.0,67.0,3.65,NZ,1627806741.0
quatre cocos,-20.2078,57.7625,75.31,63.0,6.0,19.17,MU,1627806742.0
vila velha,-20.3297,-40.2925,70.97,78.0,75.0,3.44,BR,1627806742.0
fairlie,55.756,-4.8556,60.42,69.0,96.0,1.99,GB,1627806743.0
wattegama,6.7989,81.4808,94.12,32.0,100.0,9.28,LK,1627806743.0
valparaiso,-33.0393,-71.6273,48.47,86.0,0.0,4.61,CL,1627806702.0
biak,-0.9131,122.8766,80.28,79.0,100.0,7.38,ID,1627806744.0
uruzgan,32.8333,66.0,93.2,12.0,0.0,12.08,AF,1627806744.0
carutapera,-1.195,-46.02,74.68,91.0,90.0,4.9,BR,1627806744.0
kavaratti,10.5669,72.642,82.51,76.0,93.0,15.7,IN,1627806805.0
houston,29.7633,-95.3633,83.08,85.0,1.0,1.99,US,1627806004.0
turukhansk,65.8167,87.9833,57.7,89.0,100.0,7.25,RU,1627806806.0
neuquen,-38.9516,-68.0591,26.49,100.0,0.0,0.0,AR,1627806584.0
severo-kurilsk,50.6789,156.125,51.46,81.0,82.0,18.61,RU,1627806807.0
marinette,45.1,-87.6307,64.85,88.0,1.0,5.75,US,1627806807.0
katsuura,35.1333,140.3,86.14,80.0,11.0,7.92,JP,1627806808.0
agirish,61.9247,63.0231,72.95,56.0,89.0,7.27,RU,1627806808.0
davila,18.4726,120.5763,78.78,87.0,100.0,24.38,PH,1627806809.0
zeya,53.75,127.2667,52.66,98.0,100.0,4.29,RU,1627806809.0
oussouye,12.485,-16.5469,75.38,84.0,100.0,9.04,SN,1627806809.0
pakxan,18.3778,103.6601,79.77,92.0,100.0,2.1,LA,1627806810.0
fortuna,40.5982,-124.1573,63.43,92.0,90.0,1.01,US,1627806810.0
olafsvik,64.8945,-23.7142,52.92,96.0,100.0,5.35,IS,1627806811.0
kaeo,-35.1,173.7833,51.33,87.0,11.0,4.07,NZ,1627806811.0
pirogovo,56.7796,53.1495,77.65,58.0,1.0,14.67,RU,1627806811.0
ngunguru,-35.6167,174.5,51.17,88.0,76.0,8.48,NZ,1627806812.0
fukue,32.6881,128.8419,84.56,84.0,75.0,8.05,JP,1627806812.0
jharsuguda,21.85,84.0333,82.51,83.0,90.0,6.91,IN,1627806813.0
bambari,5.768,20.6757,68.49,97.0,100.0,2.35,CF,1627806813.0
linxia,35.6003,103.2064,90.66,21.0,12.0,8.43,CN,1627806814.0
machado,-21.6747,-45.9197,43.88,90.0,26.0,1.92,BR,1627806785.0
darhan,49.4867,105.9228,75.33,49.0,92.0,2.44,MN,1627806814.0
bay roberts,47.5999,-53.2648,61.43,91.0,34.0,1.99,CA,1627806815.0
xacmaz,41.4635,48.806,90.61,37.0,8.0,14.81,AZ,1627806815.0
san cristobal,7.7669,-72.225,65.19,97.0,91.0,5.66,VE,1627806815.0
rakaia,-43.75,172.0167,50.81,97.0,100.0,4.07,NZ,1627806816.0
ciudad bolivar,8.1222,-63.5497,74.79,90.0,98.0,4.81,VE,1627806816.0
guaruja,-23.9931,-46.2564,61.16,26.0,100.0,1.01,BR,1627806788.0
camopi,3.1655,-52.3158,69.66,99.0,48.0,1.23,GF,1627806817.0
quang ngai,15.1167,108.8,86.58,70.0,100.0,6.58,VN,1627806817.0
vestmannaeyjar,63.4427,-20.2734,54.59,94.0,90.0,5.75,IS,1627806818.0
beloha,-25.1667,45.05,76.66,38.0,0.0,11.79,MG,1627806818.0
porto walter,-8.2686,-72.7439,66.87,68.0,94.0,1.54,BR,1627806819.0
umm lajj,25.0213,37.2685,93.31,40.0,98.0,12.68,SA,1627806819.0
alappuzha,9.49,76.3264,82.31,71.0,98.0,12.55,IN,1627806819.0
bauta,22.9828,-82.5464,75.09,100.0,20.0,2.3,CU,1627806820.0
beringovskiy,63.05,179.3167,46.33,82.0,100.0,5.1,RU,1627806820.0
henties bay,-22.116,14.2845,80.01,24.0,0.0,24.96,NA,1627806821.0
araguari,-18.6472,-48.1872,57.49,64.0,82.0,8.3,BR,1627806821.0
lethem,3.3803,-59.7968,73.09,94.0,100.0,3.13,GY,1627806821.0
takoradi,4.8845,-1.7554,79.59,75.0,99.0,7.16,GH,1627806822.0
hami,42.8,93.45,69.44,51.0,91.0,18.28,CN,1627806822.0
pacific grove,36.6177,-121.9166,60.76,91.0,75.0,1.01,US,1627806823.0
magaria,12.9983,8.9099,84.02,60.0,100.0,11.1,NE,1627806823.0
maple valley,47.3927,-122.0464,69.67,76.0,1.0,4.61,US,1627806823.0
vao,-22.6667,167.4833,67.87,58.0,74.0,20.87,NC,1627806824.0
yerofey pavlovich,53.9667,121.9667,51.21,98.0,100.0,3.13,RU,1627806824.0
west wendover,40.7391,-114.0733,70.81,60.0,1.0,5.75,US,1627806720.0
manokwari,-0.8667,134.0833,81.97,75.0,96.0,1.23,ID,1627806825.0
sesimbra,38.4445,-9.1015,68.27,71.0,71.0,10.8,PT,1627806885.0
rawson,-43.3002,-65.1023,43.83,57.0,90.0,15.46,AR,1627806886.0
miramar,25.9873,-80.2323,82.98,81.0,1.0,0.0,US,1627806641.0
gorele,41.0308,39.0031,80.04,72.0,51.0,6.87,TR,1627806886.0
riachao,-7.3619,-46.6172,71.62,65.0,94.0,11.61,BR,1627806887.0
hasaki,35.7333,140.8333,88.29,83.0,8.0,9.69,JP,1627806887.0
kavieng,-2.5744,150.7967,82.63,73.0,5.0,5.41,PG,1627806888.0
sivas,39.7916,37.0019,72.23,52.0,0.0,8.05,TR,1627806888.0
tongzi,28.7829,105.0877,93.92,44.0,0.0,4.61,CN,1627806889.0
sao geraldo do araguaia,-6.4006,-48.555,72.55,53.0,72.0,3.27,BR,1627806889.0
namibe,-15.1961,12.1522,81.57,35.0,0.0,2.8,AO,1627806889.0
pahasu,28.1833,78.05,96.4,49.0,54.0,6.69,IN,1627806890.0
vostok,46.4856,135.8833,77.54,64.0,80.0,5.55,RU,1627806890.0
kandrian,-6.2167,149.55,77.31,85.0,97.0,11.72,PG,1627806891.0
naples,40.8333,14.25,93.58,53.0,0.0,3.0,IT,1627806891.0
hun,29.1268,15.9477,98.96,11.0,0.0,3.67,LY,1627806892.0
boralday,43.3578,76.8594,87.66,19.0,20.0,8.95,KZ,1627806892.0
inhambane,-23.865,35.3833,71.58,68.0,20.0,4.61,MZ,1627806892.0
tabou,4.423,-7.3528,78.33,79.0,99.0,9.66,CI,1627806893.0
wichita,37.6922,-97.3375,74.17,81.0,90.0,1.99,US,1627806293.0
tobol,52.6844,62.5794,89.65,34.0,14.0,16.46,KZ,1627806893.0
freetown,8.484,-13.2299,74.26,93.0,100.0,3.6,SL,1627806894.0
jiayuguan,39.8167,98.3,86.02,19.0,72.0,15.3,CN,1627806894.0
pizhanka,57.4604,48.542,77.7,41.0,40.0,14.41,RU,1627806895.0
asau,46.4333,26.4,85.75,47.0,0.0,1.36,RO,1627806895.0
calvinia,-31.4707,19.776,69.62,18.0,0.0,11.5,ZA,1627806896.0
zhigansk,66.7697,123.3711,80.8,39.0,45.0,12.33,RU,1627806896.0
pitimbu,-7.4706,-34.8086,73.99,84.0,27.0,17.29,BR,1627806896.0
krasnyy profintern,57.7446,40.435,75.22,46.0,100.0,11.68,RU,1627806897.0
grand-lahou,5.1367,-5.0242,77.13,83.0,99.0,7.81,CI,1627806897.0
osypenko,46.9136,36.8253,82.83,40.0,17.0,4.18,UA,1627806897.0
sortavala,61.7053,30.6918,63.19,87.0,96.0,10.65,RU,1627806898.0
luebo,-5.35,21.4167,93.06,13.0,88.0,4.85,CD,1627806898.0
los llanos de aridane,28.6585,-17.9182,68.13,86.0,40.0,19.57,ES,1627806899.0
hobyo,5.3505,48.5268,83.39,61.0,65.0,18.32,SO,1627806899.0
tukrah,32.5341,20.5791,88.88,47.0,0.0,8.79,LY,1627806899.0
kentville,45.0835,-64.4988,57.4,95.0,73.0,2.3,CA,1627806614.0
colquechaca,-18.6667,-66.0167,27.27,80.0,100.0,5.82,BO,1627806900.0
vechelde,52.2604,10.3649,68.04,61.0,75.0,7.0,DE,1627806900.0
campbell river,50.0163,-125.2446,69.33,79.0,73.0,8.03,CA,1627806730.0
tabas,33.5959,56.9244,101.01,8.0,3.0,6.85,IR,1627806901.0
platanos,37.6667,21.6167,106.7,22.0,0.0,7.74,GR,1627806901.0
billings,45.7833,-108.5007,76.51,37.0,1.0,5.75,US,1627806902.0
caravelas,-17.7125,-39.2481,68.27,67.0,72.0,12.19,BR,1627806902.0
hailey,43.5196,-114.3153,64.26,88.0,90.0,0.0,US,1627806903.0
gizo,-8.103,156.8419,81.1,79.0,90.0,15.61,SB,1627806904.0
mangrol,21.1167,70.1167,83.59,78.0,78.0,22.82,IN,1627806904.0
filingue,14.3521,3.3168,84.88,58.0,57.0,16.58,NE,1627806905.0
aranos,-24.1333,19.1167,64.98,25.0,0.0,11.43,NA,1627806905.0
lagoa,39.05,-27.9833,70.97,89.0,20.0,13.76,PT,1627806905.0
maceio,-9.6658,-35.7353,74.64,83.0,40.0,16.11,BR,1627806966.0
bagdarin,54.4333,113.6,61.27,72.0,28.0,0.2,RU,1627806966.0
flin flon,54.7682,-101.865,62.19,55.0,92.0,3.2,CA,1627806966.0
binalbagan,10.1948,122.8581,82.98,80.0,87.0,12.73,PH,1627806967.0
vasto,42.1243,14.7059,97.45,31.0,95.0,12.5,IT,1627806967.0
verkhnevilyuysk,63.4453,120.3167,83.84,33.0,25.0,4.47,RU,1627806968.0
luena,-11.7833,19.9167,72.95,28.0,0.0,10.47,AO,1627806968.0
guaranda,-1.6,-79.0,50.94,77.0,9.0,9.01,EC,1627806734.0
melilla,35.2937,-2.9383,82.6,29.0,0.0,12.66,ES,1627806969.0
kindu,-2.95,25.95,92.44,23.0,31.0,2.21,CD,1627806969.0
la asuncion,11.0333,-63.8628,78.53,100.0,23.0,6.91,VE,1627806969.0
kuzhener,56.8111,48.9128,77.22,47.0,20.0,13.94,RU,1627806970.0
constitucion,-35.3333,-72.4167,48.69,74.0,0.0,7.0,CL,1627806970.0
wekiva springs,28.6986,-81.4256,80.65,82.0,25.0,5.5,US,1627806971.0
north bend,43.4065,-124.2243,61.25,100.0,90.0,8.05,US,1627806971.0
broome,42.2506,-75.833,58.35,94.0,1.0,4.61,US,1627806971.0
cam ranh,11.9214,109.1591,96.76,49.0,40.0,11.5,VN,1627806972.0
asyut,27.181,31.1837,89.78,13.0,23.0,3.76,EG,1627806972.0
baiyin,36.5583,104.2081,95.88,13.0,31.0,11.41,CN,1627806973.0
ankazoabo,-22.2833,44.5167,81.19,22.0,0.0,7.07,MG,1627806973.0
bjorkelangen,59.8848,11.5694,61.39,83.0,100.0,5.95,NO,1627806973.0
charters towers,-20.1,146.2667,72.32,61.0,53.0,13.38,AU,1627806969.0
manta,-0.95,-80.7333,71.46,88.0,97.0,10.92,EC,1627806974.0
bilibino,68.0546,166.4372,42.13,55.0,95.0,10.54,RU,1627806737.0
rio claro,-22.4114,-47.5614,41.79,87.0,95.0,3.67,BR,1627806974.0
constantine,36.365,6.6147,87.21,28.0,75.0,4.61,DZ,1627806975.0
qasigiannguit,68.8193,-51.1922,44.85,76.0,51.0,3.47,GL,1627806975.0
praya,14.9215,-23.5087,75.74,73.0,75.0,11.5,CV,1627806976.0
perth,-31.9333,115.8333,60.06,56.0,20.0,27.63,AU,1627806914.0
chernoyerkovskaya,45.4331,37.7686,90.1,42.0,0.0,11.32,RU,1627806976.0
aldan,58.6031,125.3894,62.69,57.0,100.0,12.71,RU,1627806976.0
poronaysk,49.2167,143.1167,59.27,67.0,99.0,7.85,RU,1627806977.0
ust-tsilma,65.441,52.1498,65.23,77.0,100.0,7.56,RU,1627806977.0
nouadhibou,20.931,-17.0347,71.58,88.0,20.0,11.5,MR,1627806978.0
novovelichkovskaya,45.2778,38.8436,97.11,26.0,0.0,4.03,RU,1627806978.0
teahupoo,-17.8333,-149.2667,66.16,65.0,53.0,12.15,PF,1627806978.0
monroe,43.1501,-77.6831,62.96,84.0,75.0,6.91,US,1627806979.0
makakilo city,21.3469,-158.0858,77.32,67.0,1.0,12.66,US,1627806979.0
mchinji,-13.7984,32.8802,71.29,42.0,10.0,6.89,MW,1627806980.0
hornepayne,49.2138,-84.7705,50.27,95.0,100.0,4.88,CA,1627806980.0
isangel,-19.55,169.2667,69.6,60.0,0.0,16.15,VU,1627806980.0
baltiysk,54.6538,19.911,67.98,65.0,79.0,13.67,RU,1627806981.0
oranjemund,-28.55,16.4333,73.4,24.0,2.0,8.14,NA,1627806981.0
three hills,51.7001,-113.2686,74.59,55.0,7.0,8.05,CA,1627806981.0
colac,-38.3333,143.5833,50.43,91.0,79.0,4.54,AU,1627806982.0
ondjiva,-17.0667,15.7333,64.44,36.0,0.0,16.11,AO,1627806982.0
abnub,27.2696,31.1511,89.82,13.0,14.0,3.69,EG,1627806983.0
kudahuvadhoo,2.6708,72.8944,82.69,70.0,87.0,4.25,MV,1627806983.0
pandan,14.0453,124.1694,86.88,71.0,99.0,13.09,PH,1627806983.0
atbasar,51.8,68.3333,92.91,26.0,9.0,11.81,KZ,1627806984.0
batavia,41.85,-88.3126,69.6,84.0,1.0,1.01,US,1627807044.0
plainview,40.7765,-73.4673,69.26,79.0,1.0,0.0,US,1627807045.0
bayir,37.2687,28.2167,99.12,16.0,0.0,16.44,TR,1627807045.0
basoko,1.2391,23.616,80.51,68.0,93.0,3.2,CD,1627807046.0
villa sandino,12.0483,-84.9936,73.26,91.0,89.0,11.54,NI,1627807046.0
ketchikan,55.3422,-131.6461,57.67,100.0,90.0,3.44,US,1627807047.0
birin,26.8865,88.0718,72.82,82.0,67.0,4.38,NP,1627807047.0
virginia beach,36.8529,-75.978,77.0,86.0,90.0,4.61,US,1627807048.0
urumqi,43.801,87.6005,79.75,21.0,0.0,8.95,CN,1627807048.0
malanje,-9.5402,16.341,78.31,19.0,1.0,10.0,AO,1627807049.0
grand gaube,-20.0064,57.6608,75.6,66.0,1.0,14.0,MU,1627807049.0
hofn,64.2539,-15.2082,48.22,93.0,90.0,2.3,IS,1627807050.0
miranda,3.2499,-76.2281,68.13,76.0,24.0,5.17,CO,1627807050.0
hurup,56.7494,8.4195,65.7,21.0,6.0,21.45,DK,1627807051.0
senneterre,48.3835,-77.2328,53.82,97.0,50.0,3.18,CA,1627807051.0
rumonge,-3.9736,29.4386,79.77,41.0,12.0,6.73,BI,1627807052.0
kirakira,-10.4544,161.9205,75.27,81.0,100.0,7.29,SB,1627807052.0
guerrero negro,27.9769,-114.0611,70.79,83.0,7.0,7.83,MX,1627807053.0
avera,33.194,-82.5271,80.71,74.0,40.0,5.64,US,1627807053.0
kahului,20.8947,-156.47,76.26,77.0,1.0,18.41,US,1627807054.0
sorong,-0.8833,131.25,84.83,73.0,100.0,11.88,ID,1627806817.0
